charity_number,name,activities,address,postcode,phone,email,website,income
1184120,SEVENOAKS WELCOMES REFUGEES,"Sevenoaks Welcomes Refugees welcomes and supports refugees and those seeking refugee status, in the Sevenoaks area.","VINE EVANGELICAL CHURCH, HITCHEN HATCH LANE, SEVENOAKS",TN13 3AT,07443477037,info@sevenoakswelcomesrefugees.org,https://www.sevenoakswelcomesrefugees.org/home,51313
1181857,ST OLAVE'S & ST SAVIOUR'S SCHOOLS FOUNDATION CIO,"The objects of the Foundation are to support the provision of education by the two schools of the Foundation, St Olave's & St Saviour's Grammar School, Orpington and St Saviour's & St Olave's School, Southwark; to support the education of young people under the age of 25 in Southwark either directly or through other organisations; and to support the choir of Southwark Cathedral.","FOUNDATION OFFICE, EUROPOINT CENTRE, 5 LAVINGTON STREET, LONDON",SE1 0NZ,02074012871,russellwalters@stolavesfoundation.co.uk,,1327092
1184029,SEVENOAKS AREA DEMENTIA FRIENDLY COMMUNITY,"The Charity run regular events aimed a supporting those living with dementia, their carers, family and friends. The specific events are: Three monthly forget-me not cafes - one each in Edenbridge; Sevenoaks and Westerham. A monthly Forget-me-note singing group in Sevenoaks.","SEVENOAKS DISTRICT COUNCIL, COUNCIL OFFICES, ARGYLE ROAD, SEVENOAKS",TN13 1HG,01732227000,forgetmenot.sadfc@gmail.com,,23466
1180803,FRIENDS OF BARNSOLE,"We operate within the school, using fundraising events to engage parents, carers, pupils and the local community. Funds are used to enhance the school experiences of pupils by providing extracurricular activities such as: visiting performers, animal experiences, clubs, to provide equipment to aid personal, social, physical development as well as engage all pupils in social play.","BARNSOLE PRIMARY SCHOOL, BARNSOLE ROAD, GILLINGHAM",ME7 2JG,07742784799,friends@maritime-trust.org,,13234
1181484,RENEWAL CHURCH WHITFIELD,"We are a Christian church that aims to 'Restore, Revive, and Rebuild', caring for our community by sharing the good news of the gospel of Jesus Christ, and to see our community thriving in body, mind and spirit.  We work to relieve poverty and hardship, create community, and teach about Jesus and His love.","WHITFIELD VILLAGE HALL, SANDWICH ROAD, WHITFIELD, DOVER",CT16 3LY,07543197914,info@renewalchurch.co.uk,https://www.renewalchurch.co.uk,36799
1184737,KENT DOWNS TRUST,This is a new Charity.  We are currently carrying out establishment phase research work.  We are developing a strategy to advise us how best to work with partners to fulfil our purposes.,"The Granary, Penstock Hall Farm, Canterbury Road, East Brabourne, Ashford",TN25 5LL,01303815170,nick.johannsen@kentdowns.org.uk,https://www.kentdowns.org.uk/our-projects/kent-downs-trust/,1394
1181803,EAST MALLING WOMEN'S INSTITUTE,We are a Women's Institute and all our activities comply with the objectives of the Women's Institute and we are audited annually to ensure compliance.,"INVICTA HOUSE, 1 Darcy Court, East Malling, WEST MALLING",ME19 6AA,01732321925,karjohar@hotmail.co.uk,,11588
1181156,THE LEAGUE OF FRIENDS OF TUNBRIDGE WELLS HOSPITAL,"We support patients at the hospital by fundraising and donations to provide equipment and extras for their benefit. We have store collections, a raffle, a coffee morning and people send us donations.","THE TUNBRIDGE WELLS HOSPITAL, TONBRIDGE ROAD, PEMBURY, TUNBRIDGE WELLS",TN2 4QJ,01892824940,email@friendsoftwhospital.org,https://www.friendsoftwhospital.org.uk,20384
1181034,HOUGHAM VILLAGE HALL TRUST,Activities: The provision of the Village Hall for use for the community for various activities. These activities include social and celebration events for all ages and local clubs and fitness classes and meeting facilities in the absence of any other community building within the Villages of Hougham and Church Hougham. The Hall is the hub of the village and we intend to maintain a village hall.,"Hougham Village Hall Trust CIO, The Street, West Hougham, DOVER, Kent",CT15 7BG,07710 195331,dianne.oxenham@majesticfreight.co.uk,https://www.houghamvillagehall.co.uk,11104
1181774,BROADSTAIRS SURF LIFE SAVING CLUB,"The club exists to promoting water safety, teach lifesaving skills and offer beach and water based training to improve fitness and allow participation in surf life saving sporting events.  The club offers training to members including internationally recognised life saving qualifications. It also offers training to 7-14 year olds through the SLSGB Graduate Lifeguard Programme.","3 Upton Grange, BROADSTAIRS, Kent",CT10 2NS,07887631656,broadstairs.slsc@gmail.com,http://www.broadstairsslsc.co.uk/,8370
1181817,GRAVESHAM SANCTUARY CIO,"Sanctuary is a Christian based organisation that supports and befriends the homeless and those re-entering accommodation by:Helping them become part of a communityLooking after their needs by providing emergency supported accommodation and a day centre, Hot food and drinks, Shower, Clothing and Laundry Help in getting paperwork IDSignposting them to agencies who can help","56 Windmill Street, GRAVESEND, Kent",DA12 1BB,07895057327,office@graveshamsanctuary.uk,https://graveshamsanctuary.uk,285507
1180567,MAFFKAM MEDICARE,"We deliver and support health education and awareness programmes across London boroughs, offering advice, advocacy, and information to promote wellbeing. We also run healthcare outreach initiatives and provide food and clothing to homeless and vulnerable individuals","174 GIPSY ROAD, WELLING",DA16 1JQ,07837533130,Info.maffkam@gmail.com,,300
1194013,CHILMINGTON MANAGEMENT ORGANISATION,"For the benefit of the residents of the area of benefit, working with said residents, governmental & other organisations with a common effort to: provide & maintain open spacespromote the conservation, management, maintenance and improvement of the physical & natural environment &provide facilities for the residents with the object of improving the conditions of the life of the inhabitants.","C/O McCabe Ford Williams, Unit 1, Invicta Business Park, Monument Way",Orbital,01233330882,sallyanne.logan@ashford.gov.uk,https://www.cmo.org.uk,38536
1182100,LOCAL AND LIVE MUSIC,"The purpose Local and Live Music is educate the public about music through improving public understanding and appreciation of contemporary live music .  Its principal activities are organising an annual free music festival in Tunbridge Wells, other smaller musical events in the South East and making grants to organisations or individuals where their activities are aligned with ours objectives.","Flat 1, No 4 Bretland Road, Rusthall, Tunbridge Wells",,0123456789,hello@localandlive.org,https://www.localandlive.org,60741
1180504,THE FOLKESTONE - HYTHE OPERATIC AND DRAMATIC SOCIETY,"To operate as an amateur theatrical society based at the Tower Theatre in Folkestone Kent; to present a varied and high quality programme of amateur plays and musicals; to encourage outside shows to hire the theatre for their presentations; to involve a wide range of Folkestone residents with the theatre, both as audience and as active participants.","The Tower Theatre, North Road, FOLKESTONE",CT20 3HL,01303 223925,admin@towertheatrefolkestone.co.uk,https://www.towertheatrefolkestone.co.uk,341147
1180990,MEDWAY SHELTER AND SUPPORT,"Medway Night Shelter is run by Medway Churches and other concerned local groups to help homeless people with a connection to Medway. Originally set up to provide support during the coldest and most difficult time of the year, activities have expanded to include a year round project for homeless and vulnerably housed people, namely a drop in centre.","C/O The Salvation Army, 50 Green Street, GILLINGHAM, Kent",ME7 1XA,01634231690,medwayshelter@gmail.com,https://www.medwayshelter.org,913
1180738,WEST KENT COMMUNITY RADIO,"Provision of a local community broadcasting service for people living in Tunbridge Wells, Tonbridge, Pembury, Sevenoaks, and surrounding areas of West Kent, using FM radio, digital radio, online and through social media.","The Studios, 126 London Road, Southborough, TUNBRIDGE WELLS, Kent",TN4 0PL,01892528528,studio@westkentradio.co.uk,https://westkentradio.co.uk,22535
1183702,SHEPPEY ISLAMIC CULTURAL CENTRE,The advancement of the Islamic religion amongst the people living in the Sheppey area,"14-16 Minster Road, Minster, Sheerness",,07540609114,taylorkinsarvik@gmail.com,,24642
1185775,KENT UNDERGROUND RESEARCH GROUP,"To advance education for the public benefit into the origins, history and uses of underground sites and associated surface features especially but not exclusively in the ancient county of Kent and to disseminate all useful knowledge acquired by means of publications and lectures and to provide specialist and practical advise.","7 Dove Close, Kingsnorth, ASHFORD, Kent",TN23 3NU,01233501191,kurgsec@gmail.com,https://KURG.org.uk,1618
1181048,FRIENDS OF CHARTHAM PRIMARY SCHOOL,"To advance the education of pupils in Chartham Primary School in particular by:Developing effective relationships between the staff, parents and others associated with the school;engaging in activities or providing facilities or equipment which support the school and advance the education of the pupils.","CHARTHAM PRIMARY SCHOOL, SHALMSFORD STREET, CHARTHAM, CANTERBURY",CT4 7QN,01227738225,charthamfriends@gmail.com,,2176
1182354,DARTFORD LIONS CLUB (CIO),"AS A MEMBER OF THE WORLD-WIDE SERVICE ORGANISATION, LIONS CLUBS INTERNATIONAL, WE HAVE CONTINUED TO PURSUE OUR AIMS AND OBJECTS OF PROVIDING A SERVICE TO OUR LOCAL COMMUNITY.  IN ADDITION TO GIVING THEIR TIME AND EFFORT TO HELP THOSE LESS FORTUNATE THAN THEMSELVES, CLUB MEMBERS HAVE BEEN INVOLVED IN FUND-RAISING ACTIVITIES, NOTABLY OUR ANNUAL FIREWORKS DISPLAY.","4 Hill Crest, Sidcup",DA15 9BP,07788916491,Graham.Illsley@BTInternet.com,https://www.dartfordlionsclub.org,64269
1180858,MADGINFORD PRIMARY SCHOOL PTA,We are a primary school PTA who run and organise fundraising events and activities for our school and children to raise money to help the school improve and enhance the children's learning environment.,"Madginford Primary School, Egremont Road, Bearsted, MAIDSTONE, Kent",ME15 8LH,01622734539,madginfordpta@gmail.com,,3270
1181502,ST LAWRENCE VILLAGE HALL,Hire of village hall space to individuals and groups,"St. Lawrence Village Hall, Church Road, Sevenoaks, Kent",TN15 0LL,07860793181,arglencross@gmail.com,https://www.stlvh.org.uk,10946
1180937,RCCG WINNERS WAY CHATHAM,The advancement of the Christian religion worldwide and the relief of poverty.,"46 SIDNEY ROAD, GILLINGHAM",ME7 1PA,07904886588,adetunjisk@yahoo.com,https://www.winnerswaychatham.org,138947
1181177,UCKFIELD AND DISTRICT LIONS CLUB (CIO),"Fundraising through public participation in events.Operation of a Minibus, for the public benefit, not for hire:It is available to voluntary organisation.Distribution of funds within Sussex, Surrey and Kent to:Individuals & Voluntary groups.Through our National Organisation:National and International disaster relief.","36 St. Marys, Aberdale Road, POLEGATE, East Sussex",BN26 6NH,07795 646416,safegraham@googlemail.com,http://uckfield-lions.org.uk,49760
1182069,THE REDEEMED CHRISTIAN CHURCH OF GOD TRIUMPHANT SAINTS ASSEMBLY,Advancement of christian religion   Community outreach events  Provision of welfare support to members Provision of support to other charities   Conferences and Events,"17 Galleon Close, ERITH",DA8 1DD,01322836521,triumphantsa@gmail.com,https://www.rccgtsa.org,10376
1184227,THE ROBERT FORD SCHOLARSHIP FOR CREATIVE DESIGN,"To help the students of the late MR R Fords former school in their education especially those undertaking study of subjects falling under the description of creative design. However, he left it to the discretion of the Trustees that the fund may be used to advance any other educational purpose which is charitable for the benefit of the public as the trustees may in their discretion think fit","POWE HOUSE, PORTINSCALE, KESWICK",CA12 5RW,01768773611,powehouse@btconnect.com,,51122
1181327,PARKWOOD CHRISTIAN FELLOWSHIP PRESCHOOL,Providing preschool education for 2-4 year olds,"PARKWOOD CHRISTIAN FELLOWSHIP, PARKWOOD GREEN, GILLINGHAM",ME8 9PN,01634366574,pcfpreschool@gmail.com,,200573
1182461,OTFORD MEDICAL PRACTICE PATIENT PARTICIPATION GROUP,TO PROMOTE THE CO-OPERATION BETWEEN THE OTFORD MEDICAL PRACTICE PATIENTS AND THE WEST KENT CARE COMMISSIONING GROUP IN ORDER TO BENEFIT PATIENTS CURRENTLY REGISTERED AT THE OTFORD MEDICAL PRACTICE,"OTFORD MEDICAL PRACTICE, LEONARD AVENUE, OTFORD, SEVENOAKS",TN14 5RB,01959522513,otfordpatients@gmail.com,,0
1183493,FRIENDS OF OAKLANDS,,"OAKLANDS SCHOOL, WEEDS WOOD ROAD, CHATHAM",ME5 0QS,01634333810,friendsofoaklands@yahoo.co.uk,,
1181700,FRIENDS OF PALACE WOOD INFANT SCHOOL,"THE OBJECT OF THE ASSOCIATION (THE OBJECTS) IS TO ADVANCE THEEDUCATION OF PUPILS IN THE SCHOOL IN PARTICULAR BY:2.1 DEVELOPING EFFECTIVE RELATIONSHIPS BETWEEN THE STAFF, PARENTS ANDOTHERS ASSOCIATED WITH THE SCHOOL2.2 ENGAGING IN ACTIVITIES OR PROVIDING FACILITIES OR EQUIPMENT WHICHSUPPORT THE SCHOOL AND ADVANCE THE EDUCATION OF THE PUPILS.","Palace Wood Primary School, Ash Grove, MAIDSTONE, Kent",ME16 0AB,07875058116,PTA@palacewood.kent.sch.uk,https://www.palacewoodschools.org.uk,10035
1187069,THE CHARITY OF THE ROMAN UNION OF THE ORDER OF ST URSULA,"General charitable purposes, education and training, religious activities, the prevention or relief of poverty, overseas aid/famine reliefHelps: children / young people, elderly/old people, other charities / voluntary bodies,   general public/mankindHow: provides human resources, provides buildings/ facilities./open space provides services, grants to organisationsWhere:  England","Ursuline Provincialate, 38 GROSVENOR ROAD, LONDON",E7 8JA,0203 422 0901,provincial.ursuline@gmail.com,http://www.ursulinesuk.org,3636586
1184274,THE STONES COMMUNITY TRUST,"The Promotion of Community participation in healthy recreation within Maidstone by the provision of facilities for playing football and other sports to improve physical and mental health and fitness; the provision of facilities in the interest of social welfare recreation etc by reason of their youth, age, infirmity or disability, financial hardship or social circumstances to improve their lives","Maidstone United, The Gallagher Stadium, James Whatman Way, MAIDSTONE",ME14 1LQ,01622606449,info@stonesinthecommunity.org,https://www.stonesinthecommunity.org,137791
1182103,THE HMCK CHARITY,"The charity will promote, support and facilitate the continued creative development of the principles of Outreach and Partnership (O&P) education programmes between state and independent schools.Partnerships involve independent and state schools working together based on collaboration and cooperation to provide education and development opportunities to all pupils and staff involved.","21 Richmond Bridge Mansions, Willoughby Road, TWICKENHAM",TW1 2QJ,07771534758,info@hmckcharity.org.uk,http://www.hmckcharity.org.uk/,15834
1183429,KENT SENIOR CITIZEN ASSOCIATION (KSCA),"Social evenings, with refreshments,  are held monthly. Members discuss issues they face, including impact of current affairs, for support alongside seminars on topics such as Mental Health. Weekly yoga classes take place to support the physical and general wellbeing of members.","21 Essex Road, GRAVESEND, Kent",DA11 0SL,07766023999,usbhathal@hotmail.co.uk,https://kentsca.org,6230
1184748,GLOBAL FUND FOR JESUS,The relief of poverty worldwide through the mobilisation of resources. The advancement of education in methods of food production in developing countries. General relief of poverty.,"19 Mickleden Green, Whitwick, COALVILLE, Leicestershire",LE67 5PP,+447825527735,GFFJUK@OUTLOOK.COM,https://www.gffj.com,42731
1182969,FRIENDS OF GOAT LEES PRIMARY SCHOOL,"We raise money by holding various events at the school, such as summer and Christmas fairs, craft events and Discos. These events raise money for additional equipment and resources to enhance the children education.","Goat Lees Primary School, Hurst Road, Kennington, ASHFORD",TN24 9RR,01233630201,friends@friendsofgoatleesprimaryschool.co.uk,,6434
1182792,PRESTON VILLAGE HALL,"Hiring of village hall for clubs, local residents' events, local community events.Organising social community events to benefit local residents","Preston Village Hall, Mill Lane, Preston, CANTERBURY, Kent",CT3 1HB,07725354954,josie@vfast.co.uk,,19466
1182438,HIGH HALSTOW PRIMARY SCHOOL PTA,"We raise funds for the school by holding events throughout the year such as cake sales, Christmas and summer fairs, raffles and discos. Events are usually held within the school grounds.","HIGH HALSTOW PRIMARY SCHOOL, HARRISON DRIVE, HIGH HALSTOW, ROCHESTER",ME3 8TF,07811126694,highhalstowprimaryschoolpta@gmail.com,,12115
1182525,SADIE BRISTOW FOUNDATION,"We aim to provide an athletic tennis sports module in primary schools. To raise awareness of Anaphalxis and allergies, fund nurses in training to become specialists in this area.","24 The Crescent, Chartham, CANTERBURY",CT4 7PX,07595259236,clare@sadiebristowfoundation.org.uk,https://www.sadiebristowfoundation.org.uk,36261
1190750,THOMAS PARAMOR FOUNDATION ST NICHOLAS AT WADE CEP SCHOOL,The charities general charitable purposes is to give to the school to use to purchase goods that will enhance the pupils education.,"6A St. Mildreds Road, Minster, RAMSGATE",CT12 4DE,01843821250,vicar@wantsumchurches.org,,4036
1185752,LYDD EX-SERVICEMENS CLUB,We raise funds to help ex-servicemen and their families.,"13 Mill Road, Lydd, ROMNEY MARSH",TN29 9EP,07877008764,info@lyddex-servicemensclub.com,https://www.lyddexservicemensclub.com,3292
1183796,SHEPPEY EVANGELICAL CHURCH,We are a small friendly Christian church in Eastern Sheppey who meet together to worship God at 11.00 am each Sunday. We welcome anyone from the local community and holiday makers. We try to follow the example and teaching of Jesus Christ in our lives and seek to love others and make the world a better place.,"Sheppey Evangelical Church, Warden Bay Road, Leysdown-on-sea, Sheerness, Kent",ME12 4NA,01795511144,sheppeyevangelical@gmail.com,https://sheppeyevangelicalchurch.com,32267
1188123,THE SYMBOL TRUST,The Symbol Trust is dedicated to promoting effective and innovative solutions to the communications needs of children and adults with learning disabilities. Our ambition is to see a more equitable society where language enrichment can unlock true potential in people with special needs.The Charity will work to bring people with learning disabilities across Kent.,"Unit 32, Royal Start Arcade, High Street, Maidstone, Kent",ME17 1JL,01622863291,info@symboltrust.org,https://www.symboltrust.org,0
1185435,POPPY PRE-SCHOOL,Pre-school and Out of School Club,"Poppy Pre School CIO, Teapot Lane, AYLESFORD",ME20 7JU,01622719322,office@poppypreschool.org.uk,https://www.poppypreschool.org.uk,322245
1183202,BENENDEN PRE-SCHOOL,"Benenden Preschool supports the care and education of young people in Benenden and the surrounding villages. This is achieved by providing a high quality, welcoming,  setting where child-centred activities enable children to learn,through play, to explore and engage with resources both inside and outdoors, to be involved and to thinkcreatively.","ST. GEORGES HALL, THE STREET, BENENDEN, CRANBROOK",TN17 4DB,01580241137,chairman@benendenpreschool.co.uk,https://www.benendenpreschool.co.uk,101084
1182859,WOODPECKERS PRESCHOOL CIO,PROVISION OF PRESCHOOL EDUCATION AND CARE FOR 2 TO 5 YEAR OLD CHILDREN,"QUAKER LANE, CRANBROOK, KENT",TN17 2HF,01580720195,woodpeckersoffice@gmail.com,https://www.woodpeckers-preschool.com,167525
1182596,LEYBOURNE PRIMARY SCHOOL PTFA,Fundraising activities to support the learning and development of children at school,"LEYBOURNE C OF E PRIMARY SCHOOL, RECTORY LANE NORTH, LEYBOURNE, WEST MALLING",ME19 5HD,01732842008,LEYBOURNEPTFA@OUTLOOK.COM,,12069
1189551,HAMILTON ROAD EVANGELICAL CHURCH,"The church is involved with the advancement of the Christian faith in accordance with the Basis of Faith primarily but not exclusively within Whitstable and the surrounding neighbourhood; and such other charitable purposes as shall, in the opinion of the charity trustees, put into practice the Christian faith in accordance with the Basis of Faith.","HAMILTON ROAD EVANGELICAL CHURCH, HAMILTON ROAD, WHITSTABLE",CT5 1JX,01227263617,hrecct5@gmail.com,https://www.hamiltonroad.org.uk,60404
1187919,SKILLS FOR INDEPENDENCE AND EMPLOYABILITY LTD.,"Raising aspirations and achievements, advancing in life and meeting the educational, personal, social, communication and interaction needs of young people age between 16 and 25 with learning difficulties, disabilities and/or special educational needs (16-25 LLDD) in and around the region of the South East England by developing their skills, knowledge, understanding, capacities and capabilities.","The Oaks Specialist College, Cage Green Road, Tonbridge, Kent",TN10 4PT,01732207950,office@theoaks.ac.uk,https://www.theoaks.ac.uk,5966099
1183372,MEDWAY PARENTS AND CARERS FORUM,MPCF is a parent led organisation working within Medway to give parents and carers a collective voice to shape and in the delivery of services for SEN. To be a meeting point so parents can gain mutual support,"C/O SNAPDRAGONS CHILDRENS CENTRE, CLIFFE ROAD, ROCHESTER, KENT",ME2 3FF,07813123984,info@medwaypcf.org.uk,https://WWW.MEDWAYPCF.ORG.UK,47307
1182986,BEARSTED AND DISTRICT UNIVERSITY OF THE THIRD AGE,"A charity for the advancement of education and, in particular, the education of older people and those who have retired from fulltime work, including associated benefits conducive to learning and personal development in the area of benefit.","The Tweeds, Highsted Valley, Rodmersham, SITTINGBOURNE, Kent",ME9 0AD,07525730474,krwillis66@gmail.com,https://u3asites.org.uk/bearsted,7374
1184228,POSITIVE GOSPEL INTERNATIONAL CHURCH,"Community work, preaching, helping homeless people, fund raising to support the local community, counselling.","18 Methuen Close, EDGWARE, Middlesex",HA8 6HA,07956253164,a.assah@sky.com,,5832
1182752,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST PETER AND ST PAUL, RIVER","The PCC of River Church is the body that oversees the provision of Christian worship within the parish of SS Peter & Paul, River, Dover under the auspices of the Church of England.  It offers regular preaching, teaching and offering of the Sacraments and through evangelistic outreach in River and Dover.","The Vicarage, 23 Lewisham Road, River, DOVER",,01304822307,rockabillyrev@hotmail.com,https://www.rivercofe.co.uk,106306
1184996,BROMLEY MUSLIM ASSOCIATION,"To advance the islamic faith in accordance with the statement of Faith in Kent and throughout England and Wales for the public benefit, mainly but not exclusively by providing Religious education.Promoting social cohesion and well being in the community.","156 Bromley Road, Beckenham",BR3 6PG,02086500539,kjti@freenetname.co.uk,,19908
1184378,CHIDDINGSTONE NURSERY SCHOOL CHARITABLE INCORPORATED ORGANISATION,Chiddingstone Nursery is a pre-school whose aim is to enhance the development and education of children primarily under statutory school age by encouraging parents to understand and provide for the need of their children through community groups.,"Chiddingstone Nursery School, Chiddingstone Castle, Hill Hoath Road, Chiddingstone, EDENBRIDGE",TN8 7AD,01892871315,office@chiddingstonenursery.co.uk,https://www.chiddingstonenursery.co.uk,116997
1185497,SEVENOAKS PARTNERSHIP OF PRIMARY SCHOOLS,"The object of the CIO is to advance education for the public benefit in the Sevenoaks District and surrounding areas, and in particular: to improve the educational attainment and emotional wellbeing of pupils attending member schools; to lead collaboration and support between member schools; to provide high quality training to member schools and other schools.","Amherst School, Witches Lane, Sevenoaks",TN13 2AX,01732452577,headteacher@amherst.kent.sch.uk,,102441
1186773,THE SEEKERS TRUST,Centre for Healing and Prayer,"The Seekers Trust, 15 The Close, Addington, West Malling",ME19 5BL,01732843589,admin@theseekerstrust.org.uk,https://www.theseekerstrust.com,91132
1182880,FRIENDS OF MEAD ROAD SCHOOL,We are a school parent group that raise money generally on the school grounds and then use the money raised to enrich the children's experience at school with either events or equipment.,"Mead Road Infant School, Mead Road, CHISLEHURST",BR7 6AD,02084671730,meadroadFMRS@gmail.com,https://www.friendsofmeadroad.com/,9276
1183160,THE LANGTON GREEN VILLAGE HALL,The charity provides and maintains a village hall for use by the community for recreational and leisure facilities.,"LANGTON GREEN VILLAGE HALL, WINSTONE SCOTT AVENUE, LANGTON GREEN, TUNBRIDGE WELLS",TN3 0JJ,(-),secretary@langtongreenvillagehall.org.uk,https://www.langtongreenvillagehall.org.uk,118124
1183222,RYE  HARBOUR SAILABILITY (RHS),"Rye Harbour Sailability enables people with difficulties to enjoy the fun and freedom of sailing with an experienced helm and crew. This gives opportunities for sailors with learning difficulties, dementia, mild cerebral palsy and autism, for example, to build their confidence and apply this in their day to day activities. Local volunteers help run social and training events.","1 HARBOUR BARN, WINCHELSEA BEACH, WINCHELSEA",TN36 4LR,01797223112,CAROLINEWYLSON@BTINTERNET.COM,,22355
1183170,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY'S FRITTENDEN,PROMOTING IN THE ECCLESIASTICAL PARISH OF FRITTENDEN (KENT) THE WHOLE MISSION OF THE CHURCH,"THE STREET, FRITTENDEN, CRANBROOK, KENT",TN17 2DD,01580852275,info@frittendenchurch.org.uk,https://frittendenchurch.org.uk,113216
1184164,THE TONBRIDGE CHILD CONTACT CENTRE,"The Tonbridge Child Contact Centre is nationally accredited by the NACCC.  It gives children the opportunity to meet and build relationships with parents that they no longer live with.  The Centre focuses on giving children time to spend with their parent in a controlled, relaxed and fun environment, making a potentially hard situation easier.","St. Stephens Church Office, 35 Waterloo Road, Tonbridge",TN9 2SW,07389 868637,tonbridgecontactcentre@gmail.com,https://www.tonbridgechildcontactcentre.org.uk,6549
1186855,MERSHAM SPORTS CLUB,Promotion of community participation in healthy recreation for the benefit of the inhabitants of Mersham in Kent and surrounding areas by the provision of sports facilities.,"Mersham Sports Club, FLOOD STREET, MERSHAM, ASHFORD",TN25 6NX,07958726127,mershamsportschair@gmail.com,https://www.mershamsportsclub.com,135834
1186831,ON MY SIDE,The organisation provides supported accommodation for people with learning disabilities who are in need of appropriate long term accommodation.  We also provide daytime activities.  We are committed to enabling the people we support to live their lives in a fulfilling way as independently as possible.  We also offer advice and guidance to local families of people with learning disabilities.,"Hambro Hall, Hartfield Road, Forest Row, East Sussex",RH18 5DZ,01342824723,info@onmyside.co.uk,https://www.onmyside.co.uk,644383
1184185,WHITE HOUSE FARM ARBORETUM FOUNDATION,"To  cultivating and maintaining a collection of plant species of the temperate world at an arboretum and botanic garden known as White House Farm Arboretum, Sevenoaks, Kent.","WHITE HOUSE FARM, HIGH CROSS ROAD, IVY HATCH, SEVENOAKS",TN15 0NN,01732810634,whitehousefarmarb@gmail.com,https://whitehousefarmgardenandarboretum.com,46547
1185104,WYE UNDER FIVES,To provide outstanding pre-school services to the local community of Wye and the surrounding areas,"Wye under Fives Preschool, The Small Village Hall, Bridge Street, Wye, ASHFORD",TN25 5EA,01233812235,office@wyeunderfives.co.uk,https://www.wyeunderfives.co.uk,168462
1186319,BLOSSOMS OF HOPE,"The charity was set up relieve the needs of people with mild to moderate mental health problems through the provision of training in horticulture, woodworking and art, so as to strengthen their confidence in order to re-introduce them into the wider community.","16 Robertson Drive, SITTINGBOURNE, Kent",ME10 3GU,07368452945,blossomsofhopekent@gmail.com,https://blossomsofhope.co.uk,16089
1184430,Thames and Docklands History Group,"To promote for the public benefit the study of the history of the Tidal River Thames, the Port of London and Docklands, including their maritime, industrial, and social history - past, present and future - by such means as the trustees see fit and to publish papers and other material relevant to the subject.","36 Manorgate Road, Kingston Upon Thames, Surrey",KT2 7AL,02085465483,info@docklandshistorygroup.org.uk,https://www.docklandshistorygroup.org.uk,1424
1190042,MUNICIPAL CHARITIES OF FAVERSHAM,General charitable purposes education/training/accommodation/housing/heritage/relief of poverty,"5  THE ALMSHOUSES, SOUTH ROAD, FAVERSHAM",ME13 7LU,01795532958,office@fmc2010.org.uk,https://www.favershamalmshouses.org,0
1183556,KENT UNION,"The advancement of education of students at the University of Kent for the public benefit by; promoting their interests and welfare and representing, supporting and advising students: representing student's interests to the University; and providing social, cultural, sporting and recreational activities and forums for discussions and debate for the personal development of students.","Mandela Building, University of Kent, Canterbury",CT2 7NW,01227824200,kentunion@kent.ac.uk,https://www.kentunion.co.uk,12358779
1185399,THE FRIENDS OF ELLINGTON PARK CIO,"The Friends of Ellington Park undertake activities to inform, educate, encourage a healthy lifestyle and wellbeing, and encourage community spirit for residents of, and visitors to, Ramsgate.These activities are held within a public park, and are open to everyone regardless of age, gender, ability or ethnicity.","168 Grange Road, Ramsgate",CT11 9PP,01843580990,friendsofellingtonpark@gmail.com,https://friendsofellingtonpark.org.uk,9403
1183656,WILMINGTON COMMUNITY CHURCH,"The purpose of Wilmington Community Church CIO is to promote the Christian faith in the area of Wilmington Kent and surrounding areas and using video technology reach world wide.  It is also our purpose to to provide social support in the local area including supporting the vulnerable, befriending and some domestic help and through our counselling centre offer counselling services.","Wilmington Community Church, Broad Lane, DARTFORD",DA2 7AQ,01322278501,office@wilmingtoncommunitychurch.co.uk,https://www.wilmingtoncommunitychurch.co.uk,185195
1186348,HOLMEWOOD HOUSE SCHOOL SHOP,"The Holmewood House School Shop was established to advance the education of children and young people, and to prevent and relieve poverty for the public benefit. In alignment with our objectives, the Charity provides grants to organisations, located within the United Kingdom as well as in other underdeveloped or developing countries, which are focused on empowering disadvantaged children.","Holmewood House School, Barrow Lane, Langton Green, Tunbridge Wells",TN3 0EB,01892860000,hhschoolshop@gmail.com,https://www.holmewoodhouse.co.uk,17485
1183926,FRIENDS OF OSPRINGE SCHOOL,"Parent Teacher, Fund Raising Group","OSPRINGE C OF E SCHOOL, WATER LANE, OSPRINGE, FAVERSHAM",ME13 8TX,01795532004,office@ospringe.org,,3530
1184311,GILLINGHAM STREET ANGELS,"We support people living in Medway affected by homelessness, financial hardship & food poverty. We deliver our support holistically through free foodbanks, community soup kitchens & school uniform banks on top of a wide range of other food initiatives & services. We have charity stores, recycling programmes, inclusive volunteering schemes and a selection of other free health & wellbeing services.","BEGBIES TRAYNOR (CENTRAL) LLP, INNOVATION CENTRE MEDWAY, MAIDSTONE ROAD, CHATHAM",ME59FD,01634975440,MEDWAY@BTGUK.COM,,1231786
